Adidas;Campus 00s Core Black (Noir);160 CHF;https://wethenew.com/products/adidas-campus-00s-grey-white
Adidas;Dunk Low Black White;180 CHF;https://wethenew.com/products/adidas-campus-00s-core-black
Nike;Campus 00s Dark Green Cloud White;125 CHF;https://wethenew.com/products/nike-dunk-low-black-white
Adidas;Dunk Low Cacao Wow;160 CHF;https://wethenew.com/products/adidas-campus-00s-dark-green-cloud-white
Nike;Dunk Low Triple Pink (Barbie);160 CHF;https://wethenew.com/products/nike-dunk-low-cacao-wow
Nike;Handball Spezial Aluminum Core Black;155 CHF;https://wethenew.com/products/nike-dunk-low-triple-pink-barbie
Adidas;Samba OG Cloud White;215 CHF;https://wethenew.com/products/adidas-handball-spezial-grey-black-gum
Adidas;Dunk Low Photon Dust;135 CHF;https://wethenew.com/products/adidas-samba-og-cloud-white
Nike;Air Jordan 4 Red Cement;150 CHF;https://wethenew.com/products/nike-dunk-low-photon-dust
Air Jordan;Air Jordan 4 Retro Frozen Moments;225 CHF;https://wethenew.com/products/air-jordan-4-red-cement
Air Jordan;Dunk Low Rose Whisper;350 CHF;https://wethenew.com/products/air-jordan-4-retro-frozen-moments
Nike;Dunk Low Pink Corduroy;130 CHF;https://wethenew.com/products/nike-dunk-low-rose-whisper
Nike;Campus 00s Beige Cloud White (Enfant);195 CHF;https://wethenew.com/products/nike-dunk-low-pink-corduroy
Adidas;Dunk Low Grey Fog;185 CHF;https://wethenew.com/products/adidas-campus-00s-beige-cloud-white
Nike;NOCTA Glide Drake White Chrome;155 CHF;https://wethenew.com/products/nike-dunk-low-grey-fog
Nike;Air Jordan 4 Retro Thunder (2023);240 CHF;https://wethenew.com/products/nike-nocta-glide-drake-white-chrome
Air Jordan;Campus 00s Lucid Blue;230 CHF;https://wethenew.com/products/air-jordan-4-retro-thunder-2023
Adidas;Gazelle Bold Magic Beige Collegiate Green;170 CHF;https://wethenew.com/products/adidas-campus-00s-lucid-blue
Adidas;Gazelle Indoor Bliss Pink Purple;175 CHF;https://wethenew.com/products/adidas-gazelle-bold-magic-beige-collegiate-green
Adidas;Dunk Low Medium Olive;200 CHF;https://wethenew.com/products/adidas-gazelle-indoor-bliss-pink-purple
Nike;2002R Protection Pack Black;160 CHF;https://wethenew.com/products/nike-dunk-low-medium-olive
New Balance;Dunk Low Grey Corduroy;265 CHF;https://wethenew.com/products/new-balance-2002r-protection-pack-black
Nike;Handball Spezial Clear Pink;185 CHF;https://wethenew.com/products/nike-dunk-low-grey-corduroy
Adidas;NOCTA Glide Black White;175 CHF;https://wethenew.com/products/adidas-handball-spezial-clear-pink
Nike;Campus 00's Crystal White Core Black;255 CHF;https://wethenew.com/products/nike-nocta-glide-black-white
Adidas;Campus 00s Pink;170 CHF;https://wethenew.com/products/adidas-campus-00s-crystal-white-core-black
Adidas;Dunk Low Retro Gorge Green Midnight Navy;185 CHF;https://wethenew.com/products/adidas-campus-00s-pink
Nike;2002R Protection Pack Rain Cloud;160 CHF;https://wethenew.com/products/nike-dunk-low-retro-gorge-green-midnight-navy
New Balance;Campus 00s Clear Pink;265 CHF;https://wethenew.com/products/new-balance-2002r-protection-pack-rain-cloud
Adidas;Yeezy Boost 350 V2 Bone;145 CHF;https://wethenew.com/products/adidas-campus-00s-clear-pink
Adidas;Dunk Low Next Nature White Mint;290 CHF;https://wethenew.com/products/adidas-yeezy-boost-350-v2-bone
Nike;Air Force 1 Low White Supreme;150 CHF;https://wethenew.com/products/nike-dunk-low-next-nature-white-mint
Nike;Yeezy Foam RNNR Carbon;180 CHF;https://wethenew.com/products/nike-air-force-1-low-white-supreme
Adidas;Dunk Low Pink Velvet;135 CHF;https://wethenew.com/products/adidas-yeezy-foam-rnnr-carbon
Nike;Dunk Low Phantom Metallic Gold;160 CHF;https://wethenew.com/products/nike-dunk-low-pink-velvet
Nike;Campus 00s Wonder White Cloud White Off White;155 CHF;https://wethenew.com/products/nike-dunk-low-phantom-metallic-gold
Adidas;Air Jordan 4 Retro Cacao Wow;190 CHF;https://wethenew.com/products/adidas-campus-00s-wonder-white-cloud-white-off-white
Air Jordan;2002R Protection Pack Grey;210 CHF;https://wethenew.com/products/air-jordan-4-retro-cacao-wow
New Balance;Air Force 1 Low Black Supreme;205 CHF;https://wethenew.com/products/new-balance-2002r-protection-pack-grey
New Balance;2002R Protection Pack Navy;245 CHF;https://wethenew.com/products/new-balance-9060-black-castlerock
New Balance;Air Max Plus Patta FC Barcelona;240 CHF;https://wethenew.com/products/new-balance-2002r-protection-pack-navy
Nike;Air Jordan 4 Midnight Navy;265 CHF;https://wethenew.com/products/nike-air-max-plus-patta-fc-barcelona
Air Jordan;9060 Quartz;270 CHF;https://wethenew.com/products/air-jordan-4-midnight-navy
New Balance;Dunk Low Two Tone Grey;300 CHF;https://wethenew.com/products/new-balance-9060-quartz
Nike;Dunk Low Polar Blue;140 CHF;https://wethenew.com/products/nike-dunk-low-two-tone-grey
Nike;Yeezy 700 V3 Azael;155 CHF;https://wethenew.com/products/nike-dunk-low-polar-blue
Adidas;Handball Spezial Scarle;310 CHF;https://wethenew.com/products/adidas-yeezy-700-v3-azael
Adidas;Samba Nylon Wales Bonner Dark Brown;180 CHF;https://wethenew.com/products/adidas-handball-spezial-scarle
Adidas;Dunk Low Next Nature Black White;300 CHF;https://wethenew.com/products/adidas-samba-nylon-wales-bonner-dark-brown
Nike;2002R Protection Pack Beige;140 CHF;https://wethenew.com/products/nike-dunk-low-next-nature-black-white
New Balance;Dunk Low University Red;200 CHF;https://wethenew.com/products/new-balance-2002r-protection-pack-beige
Nike;Air Force 1 Low '07 Triple White;145 CHF;https://wethenew.com/products/nike-dunk-low-university-red
Nike;Air Jordan 4 Seafoam;125 CHF;https://wethenew.com/products/nike-air-force-1-low-07-triple-white
Air Jordan;Dunk Low Industrial Blue Sashiko;290 CHF;https://wethenew.com/products/air-jordan-4-seafoam
Nike;Yeezy Boost 350 V2 Onyx;180 CHF;https://wethenew.com/products/nike-dunk-low-industrial-blue-sashiko
Adidas;Gazelle Indoor Collegiate Green Lucid Pink;300 CHF;https://wethenew.com/products/adidas-yeezy-boost-350-v2-onyx
Adidas;1906D Protection Pack Black Leather;175 CHF;https://wethenew.com/products/adidas-gazelle-indoor-collegiate-green-lucid-pink
New Balance;Dunk Low Active Fuchsia;245 CHF;https://wethenew.com/products/new-balance-1906d-protection-pack-black-leather
Nike;9060 Driftwood;175 CHF;https://wethenew.com/products/nike-dunk-low-active-fuchsia
New Balance;Air Jordan 4 SE Craft Photon Dust;225 CHF;https://wethenew.com/products/new-balance-9060-driftwood
Air Jordan;Air Max Plus Marseille ;205 CHF;https://wethenew.com/products/air-jordan-4-se-craft-photon-dust
Nike;Dunk Low White Blue Airbrush;240 CHF;https://wethenew.com/products/nike-air-max-plus-marseille
Nike;Air Jordan 1 Mid True Blue;135 CHF;https://wethenew.com/products/nike-dunk-low-white-blue-airbrush
Air Jordan;Air Jordan 1 Retro Low OG SP Travis Scott Olive;150 CHF;https://wethenew.com/products/air-jordan-1-mid-true-blue
Air Jordan;Campus 00s Collegiate Green;610 CHF;https://wethenew.com/products/air-jordan-1-retro-low-og-sp-travis-scott-olive
Adidas;Dunk Low Peach Cream;135 CHF;https://wethenew.com/products/adidas-campus-00s-collegiate-green
Nike;Air Jordan 1 Mid Fierce Pink;165 CHF;https://wethenew.com/products/nike-dunk-low-peach-cream
Air Jordan;Campus Bad Bunny Brown;170 CHF;https://wethenew.com/products/air-jordan-1-mid-fierce-pink
Adidas;Dunk Low Triple White (2021);210 CHF;https://wethenew.com/products/adidas-campus-bad-bunny-brown
Nike;Dunk Low Remastered White Gum;170 CHF;https://wethenew.com/products/nike-dunk-low-triple-white-2021
Nike;Handball Spezial Shadow Brown Gum;160 CHF;https://wethenew.com/products/nike-dunk-low-remastered-white-gum
Adidas;Air Jordan 4 Military Black;180 CHF;https://wethenew.com/products/adidas-handball-spezial-shadow-brown-gum
Air Jordan;Gel-NYC White Oyster Grey;380 CHF;https://wethenew.com/products/air-jordan-4-military-black
ASICS;Air Jordan 1 Mid Light Smoke Grey Anthracite;225 CHF;https://wethenew.com/products/asics-gel-nyc-white-oyster-grey
Air Jordan;Dunk Low Jumbo Reverse Panda;185 CHF;https://wethenew.com/products/air-jordan-1-mid-light-smoke-grey-anthracite
Nike;9060 Arctic Grey;160 CHF;https://wethenew.com/products/nike-dunk-low-jumbo-reverse-panda
New Balance;Dunk Low Vintage Navy;340 CHF;https://wethenew.com/products/new-balance-9060-arctic-grey
Nike;Yeezy Slide Onyx;190 CHF;https://wethenew.com/products/nike-dunk-low-vintage-navy
Adidas;Air Jordan 4 Canyon Purple;270 CHF;https://wethenew.com/products/adidas-samba-nylon-wales-bonner-core-black
Air Jordan;Air Jordan 1 Mid White Metallic Gold Obsidian;230 CHF;https://wethenew.com/products/air-jordan-4-canyon-purple
Air Jordan;Air Jordan 1 Low Panda (2023);165 CHF;https://wethenew.com/products/air-jordan-1-mid-white-metallic-gold-obsidian
Air Jordan;Campus 00s Ambient Sky;155 CHF;https://wethenew.com/products/air-jordan-1-low-panda-2023
Adidas;Air Jordan 4 Retro SB Pine Green;175 CHF;https://wethenew.com/products/adidas-campus-00s-ambient-sky
Air Jordan;Yeezy Slide Bone (Restock Pair);425 CHF;https://wethenew.com/products/air-jordan-4-retro-sb-pine-green
Adidas;530 White Grey Navy;145 CHF;https://wethenew.com/products/adidas-yeezy-slide-bone-restock-pair
New Balance;Dunk Low Summit White Midnight Navy;135 CHF;https://wethenew.com/products/new-balance-530-white-grey-navy
Nike;Air Jordan 1 Low Fierce Pink;195 CHF;https://wethenew.com/products/nike-dunk-low-summit-white-midnight-navy
Air Jordan;Samba OG Aluminium Gum;135 CHF;https://wethenew.com/products/air-jordan-1-low-fierce-pink
Adidas;Air Jordan 1 Mid Panda;170 CHF;https://wethenew.com/products/adidas-samba-og-aluminium-gum
Air Jordan;Air Jordan 1 Mid Lucky Green;175 CHF;https://wethenew.com/products/air-jordan-1-mid-panda
Air Jordan;Air Jordan 3 Retro White Cement Reimagined;150 CHF;https://wethenew.com/products/air-jordan-1-mid-lucky-green
Air Jordan;Air Jordan 1 Mid Ice Blue;220 CHF;https://wethenew.com/products/air-jordan-3-retro-white-cement-reimagined
Air Jordan;Samba OG Night Navy Cream White Gum;160 CHF;https://wethenew.com/products/air-jordan-1-mid-ice-blue
Adidas;Samba OG Core Black;185 CHF;https://wethenew.com/products/adidas-samba-og-night-navy-cream-white-gum
Adidas;Campus 00s Orange Gum;130 CHF;https://wethenew.com/products/adidas-samba-og-core-black
Adidas;Air Jordan 1 High OG Denim;150 CHF;https://wethenew.com/products/adidas-campus-orange-gum
Air Jordan;Air Jordan 1 Mid Taxi;260 CHF;https://wethenew.com/products/air-jordan-1-high-og-denim
Air Jordan;Dunk Low Mini Swoosh Midnight Navy;145 CHF;https://wethenew.com/products/air-jordan-1-mid-taxi
Nike;Air Jordan 1 High OG Spider-Man Across the Spider-Verse;170 CHF;https://wethenew.com/products/nike-dunk-low-mini-swoosh-midnight-navy
Air Jordan;Hot Step Terra NOCTA Black;205 CHF;https://wethenew.com/products/air-jordan-1-high-og-spider-man-across-the-spider-verse
Nike;Air Jordan 1 Low SP Travis Scott Black Phantom;240 CHF;https://wethenew.com/products/nike-hot-step-terra-nocta-black
Air Jordan;9060 Black White;730 CHF;https://wethenew.com/products/air-jordan-1-low-sp-travis-scott-black-phantom
New Balance;550 White Green;230 CHF;https://wethenew.com/products/new-balance-9060-black-white
New Balance;Campus 00s Red;180 CHF;https://wethenew.com/products/new-balance-550-white-green
Adidas;Dunk Low Next Nature White Light Orewood Brown;155 CHF;https://wethenew.com/products/adidas-campus-00s-red
Nike;Dunk Low Remastered Medium Olive;185 CHF;https://wethenew.com/products/nike-dunk-low-next-nature-white-light-orewood-brown
Nike;Air Jordan 4 Retro SE Craft Medium Olive;195 CHF;https://wethenew.com/products/nike-dunk-low-remastered-medium-olive
Air Jordan;Dunk Low Next Nature Blue Tint;200 CHF;https://wethenew.com/products/air-jordan-4-retro-se-craft-medium-olive
Nike;Dunk Low SE Fleece Green;165 CHF;https://wethenew.com/products/nike-dunk-low-next-nature-blue-tint
Nike;Dunk Low Court Purple (2022);200 CHF;https://wethenew.com/products/nike-dunk-low-se-fleece-green
Nike;Dunk Low Celtics;135 CHF;https://wethenew.com/products/nike-dunk-low-court-purple-2022
Nike;550 White Black Rain Cloud;140 CHF;https://wethenew.com/products/nike-dunk-low-celtics
New Balance;9060 Rain Cloud;120 CHF;https://wethenew.com/products/new-balance-550-white-black-rain-cloud
New Balance;Yeezy Boost 350 V2 MX Dark Sea Salt;205 CHF;https://wethenew.com/products/new-balance-9060-rain-cloud
Adidas;Samba OG Collegiate Green Gum Grey Toe;285 CHF;https://wethenew.com/products/adidas-yeezy-boost-350-v2-mx-dark-sea-salt
Adidas;Air Max 1 Dia De Los Muertos;180 CHF;https://wethenew.com/products/adidas-samba-og-collegiate-green-gum-grey-toe
Nike;Air Jordan 1 Low Cacao Wow;320 CHF;https://wethenew.com/products/nike-air-max-1-dia-de-los-muertos
Nike;Gel-Kayano 14 Cream Pink Salt;185 CHF;https://wethenew.com/products/nike-air-max-95-anatomy-of-air
ASICS;Gazelle Bold Pink Glow;230 CHF;https://wethenew.com/products/asics-gel-kayano-14-cream-pink-salt
Adidas;Dunk Low Hologram;180 CHF;https://wethenew.com/products/adidas-gazelle-bold-pink-glow
Nike;Dunk High Panda (2021);160 CHF;https://wethenew.com/products/nike-dunk-low-hologram
Nike;Samba OG White Green;120 CHF;https://wethenew.com/products/nike-dunk-high-panda-2021
Adidas;Air Jordan 1 Mid Valentine’s Day;150 CHF;https://wethenew.com/products/adidas-samba-og-white-green
Air Jordan;Dunk Low SE Sail Team Red;145 CHF;https://wethenew.com/products/air-jordan-1-mid-valentine-s-day
Nike;Air Jordan 1 Low SE Concord;150 CHF;https://wethenew.com/products/nike-dunk-low-se-sail-team-red
Air Jordan;1906D Protection Pack Black;200 CHF;https://wethenew.com/products/air-jordan-1-low-se-concord
New Balance;Dunk Low Diffused Taupe;195 CHF;https://wethenew.com/products/new-balance-1906d-protection-pack-black
Nike;Dunk Low Medium Curry;160 CHF;https://wethenew.com/products/nike-dunk-low-diffused-taupe
Nike;Air Jordan 1 High Chicago Lost And Found (Reimagined);200 CHF;https://wethenew.com/products/nike-dunk-low-medium-curry
Air Jordan;Air Max Plus Yellow Pink Gradient;330 CHF;https://wethenew.com/products/air-jordan-1-high-chicago-lost-and-found-reimagined
Nike;Air Jordan 3 Retro SP J Balvin Medellín Sunset;195 CHF;https://wethenew.com/products/nike-air-max-plus-yellow-pink-gradient
Air Jordan;Air Jordan 1 Mid SE Ice Blue Black;450 CHF;https://wethenew.com/products/air-jordan-3-retro-sp-j-balvin
Air Jordan;Dunk Low Next Nature Beige Sail;160 CHF;https://wethenew.com/products/air-jordan-1-mid-se-ice-blue-black
Nike;Gazelle Indoor Bright Yellow Burgundy;185 CHF;https://wethenew.com/products/nike-dunk-low-next-nature-beige-sail
Adidas;Air Humara LX Jacquemus Pink;185 CHF;https://wethenew.com/products/adidas-gazelle-indoor-bright-yellow-burgundy
Nike;Samba OG Silver Green;270 CHF;https://wethenew.com/products/nike-air-humara-lx-jacquemus-pink
